encounter_id,party_size,party_level,monster_count,monster_name,monster_challenge_rating,encounter_description,feasibility_label
encounter_1007,5,3,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 5 adventurers at level 3.,Possible
encounter_4180,1,14,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 1 adventurers at level 14.,Not Possible
encounter_3014,3,2,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 3 adventurers at level 2.,Not Possible
encounter_3517,5,1,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 5 adventurers at level 1.,Not Possible
encounter_1468,4,5,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 4 adventurers at level 5.,Possible
encounter_1226,3,10,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 3 adventurers at level 10.,Possible
encounter_3168,2,8,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_2268,5,6,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 5 adventurers at level 6.,Possible
encounter_3809,3,8,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 3 adventurers at level 8.,Not Possible
encounter_1217,2,14,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 2 adventurers at level 14.,Possible
encounter_3977,2,4,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_4585,5,19,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_421,3,19,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 3 adventurers at level 19.,Possible
encounter_3423,4,15,2,Young Red Dragon,10.0,A group of 2 Young Red Dragon(s) confronts a party of 4 adventurers at level 15.,Possible
encounter_7,3,4,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 3 adventurers at level 4.,Possible
encounter_933,4,5,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 4 adventurers at level 5.,Possible
encounter_1692,1,7,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 1 adventurers at level 7.,Possible
encounter_440,5,13,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_1314,1,4,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 1 adventurers at level 4.,Not Possible
encounter_679,2,17,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_1944,4,12,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 4 adventurers at level 12.,Possible
encounter_4611,4,3,2,Young Red Dragon,10.0,A group of 2 Young Red Dragon(s) confronts a party of 4 adventurers at level 3.,Not Possible
encounter_3304,4,8,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 4 adventurers at level 8.,Possible
encounter_2269,2,17,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_4634,4,7,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 4 adventurers at level 7.,Possible
encounter_4081,3,15,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 3 adventurers at level 15.,Possible
encounter_2519,4,17,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_2440,5,1,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 5 adventurers at level 1.,Possible
encounter_4038,3,3,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 3 adventurers at level 3.,Possible
encounter_1894,2,4,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_4245,1,15,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_4830,4,10,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 4 adventurers at level 10.,Possible
encounter_2641,4,9,6,Orc,0.5,A group of 6 Orc(s) confronts a party of 4 adventurers at level 9.,Possible
encounter_195,5,5,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 5 adventurers at level 5.,Not Possible
encounter_1475,4,11,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 4 adventurers at level 11.,Not Possible
encounter_4617,4,1,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 4 adventurers at level 1.,Possible
encounter_1212,5,4,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_2439,3,3,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 3 adventurers at level 3.,Possible
encounter_1658,5,4,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_2701,2,4,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 2 adventurers at level 4.,Not Possible
encounter_3083,1,1,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 1 adventurers at level 1.,Not Possible
encounter_2706,5,14,8,Bugbear,1.0,A group of 8 Bugbear(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_4227,1,14,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_2843,2,5,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 2 adventurers at level 5.,Not Possible
encounter_2303,2,9,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 2 adventurers at level 9.,Possible
encounter_1131,5,19,3,Young Red Dragon,10.0,A group of 3 Young Red Dragon(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_1462,2,17,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 2 adventurers at level 17.,Not Possible
encounter_277,3,1,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 3 adventurers at level 1.,Not Possible
encounter_2223,2,17,2,Young Red Dragon,10.0,A group of 2 Young Red Dragon(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_2332,2,5,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 2 adventurers at level 5.,Possible
encounter_4323,4,1,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 4 adventurers at level 1.,Not Possible
encounter_1303,3,10,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 3 adventurers at level 10.,Possible
encounter_2518,4,5,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 4 adventurers at level 5.,Possible
encounter_223,4,13,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 4 adventurers at level 13.,Not Possible
encounter_2037,1,10,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 1 adventurers at level 10.,Possible
encounter_1925,3,11,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 3 adventurers at level 11.,Possible
encounter_574,5,13,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 5 adventurers at level 13.,Not Possible
encounter_1237,1,8,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 1 adventurers at level 8.,Not Possible
encounter_3545,3,9,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 3 adventurers at level 9.,Not Possible
encounter_2134,3,3,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 3 adventurers at level 3.,Possible
encounter_1335,4,9,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 4 adventurers at level 9.,Not Possible
encounter_2458,4,5,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 4 adventurers at level 5.,Possible
encounter_419,1,6,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 1 adventurers at level 6.,Possible
encounter_4915,1,16,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 1 adventurers at level 16.,Possible
encounter_1105,3,1,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 3 adventurers at level 1.,Not Possible
encounter_258,5,19,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_296,2,8,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_2362,5,12,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 5 adventurers at level 12.,Possible
encounter_387,1,2,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 1 adventurers at level 2.,Possible
encounter_3309,4,13,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_4014,4,18,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 4 adventurers at level 18.,Possible
encounter_2232,2,12,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 2 adventurers at level 12.,Possible
encounter_2555,1,12,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 1 adventurers at level 12.,Possible
encounter_4336,1,13,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 1 adventurers at level 13.,Possible
encounter_3516,5,2,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 5 adventurers at level 2.,Not Possible
encounter_1840,5,7,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 5 adventurers at level 7.,Possible
encounter_4385,1,13,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 1 adventurers at level 13.,Possible
encounter_1564,3,4,9,Ogre,2.0,A group of 9 Ogre(s) confronts a party of 3 adventurers at level 4.,Not Possible
encounter_2016,1,19,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 1 adventurers at level 19.,Possible
encounter_1401,2,10,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 2 adventurers at level 10.,Possible
encounter_713,2,16,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 2 adventurers at level 16.,Possible
encounter_2421,2,9,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 2 adventurers at level 9.,Possible
encounter_2620,1,2,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 1 adventurers at level 2.,Not Possible
encounter_210,4,10,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 4 adventurers at level 10.,Possible
encounter_4945,1,3,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 1 adventurers at level 3.,Not Possible
encounter_1290,3,17,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 3 adventurers at level 17.,Possible
encounter_450,4,3,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 4 adventurers at level 3.,Possible
encounter_4092,5,1,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 5 adventurers at level 1.,Possible
encounter_2570,1,8,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 1 adventurers at level 8.,Not Possible
encounter_1821,2,8,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_959,3,18,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 3 adventurers at level 18.,Possible
encounter_1794,2,7,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 2 adventurers at level 7.,Possible
encounter_4787,3,1,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 3 adventurers at level 1.,Not Possible
encounter_655,4,19,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 4 adventurers at level 19.,Possible
encounter_2408,3,11,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 3 adventurers at level 11.,Possible
encounter_3853,1,12,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 1 adventurers at level 12.,Not Possible
encounter_1996,4,13,9,Troll,5.0,A group of 9 Troll(s) confronts a party of 4 adventurers at level 13.,Possible
encounter_1761,3,19,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 3 adventurers at level 19.,Possible
encounter_2355,1,7,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 1 adventurers at level 7.,Possible
encounter_2742,3,16,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 3 adventurers at level 16.,Possible
encounter_2618,3,2,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 3 adventurers at level 2.,Possible
encounter_412,1,14,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_1775,2,10,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 2 adventurers at level 10.,Possible
encounter_3979,5,13,6,Orc,0.5,A group of 6 Orc(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_2187,5,14,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_2380,5,18,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 5 adventurers at level 18.,Possible
encounter_3964,2,15,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 2 adventurers at level 15.,Possible
encounter_4312,3,1,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 3 adventurers at level 1.,Not Possible
encounter_4775,2,7,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 2 adventurers at level 7.,Possible
encounter_3703,5,16,5,Orc,0.5,A group of 5 Orc(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_3973,2,14,3,Young Red Dragon,10.0,A group of 3 Young Red Dragon(s) confronts a party of 2 adventurers at level 14.,Not Possible
encounter_4766,3,12,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 3 adventurers at level 12.,Not Possible
encounter_3559,4,11,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_4111,5,12,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 5 adventurers at level 12.,Possible
encounter_3498,3,15,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 3 adventurers at level 15.,Possible
encounter_3766,4,11,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_431,5,6,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 5 adventurers at level 6.,Possible
encounter_4485,5,17,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 5 adventurers at level 17.,Possible
encounter_2322,5,1,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 5 adventurers at level 1.,Possible
encounter_1367,3,9,7,Orc,0.5,A group of 7 Orc(s) confronts a party of 3 adventurers at level 9.,Possible
encounter_1993,5,13,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_2852,5,2,2,Young Red Dragon,10.0,A group of 2 Young Red Dragon(s) confronts a party of 5 adventurers at level 2.,Not Possible
encounter_1177,5,15,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 5 adventurers at level 15.,Possible
encounter_3529,1,10,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 1 adventurers at level 10.,Possible
encounter_1477,3,8,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 3 adventurers at level 8.,Possible
encounter_3741,5,7,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 5 adventurers at level 7.,Possible
encounter_2046,5,2,3,Young Red Dragon,10.0,A group of 3 Young Red Dragon(s) confronts a party of 5 adventurers at level 2.,Not Possible
encounter_103,2,9,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 2 adventurers at level 9.,Not Possible
encounter_4332,1,14,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_2993,4,5,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 4 adventurers at level 5.,Possible
encounter_1264,5,4,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_2882,5,15,1,Young Red Dragon,10.0,A group of 1 Young Red Dragon(s) confronts a party of 5 adventurers at level 15.,Possible
encounter_3139,4,7,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 4 adventurers at level 7.,Not Possible
encounter_3623,1,2,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 1 adventurers at level 2.,Not Possible
encounter_3204,4,11,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_4279,2,18,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 2 adventurers at level 18.,Possible
encounter_3300,3,7,5,Ogre,2.0,A group of 5 Ogre(s) confronts a party of 3 adventurers at level 7.,Possible
encounter_4994,5,2,8,Ogre,2.0,A group of 8 Ogre(s) confronts a party of 5 adventurers at level 2.,Not Possible
encounter_3634,3,11,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 3 adventurers at level 11.,Possible
encounter_1644,2,2,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 2 adventurers at level 2.,Not Possible
encounter_4506,2,4,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_1,3,14,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 3 adventurers at level 14.,Possible
encounter_1581,3,13,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 3 adventurers at level 13.,Possible
encounter_4423,2,16,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 2 adventurers at level 16.,Not Possible
encounter_4117,5,2,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 5 adventurers at level 2.,Possible
encounter_1357,1,2,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 1 adventurers at level 2.,Not Possible
encounter_4202,4,6,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 4 adventurers at level 6.,Possible
encounter_4575,1,9,3,Goblin,0.25,A group of 3 Goblin(s) confronts a party of 1 adventurers at level 9.,Possible
encounter_3734,5,19,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_2026,5,18,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 5 adventurers at level 18.,Possible
encounter_2219,5,14,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 5 adventurers at level 14.,Possible
encounter_397,2,14,4,Ogre,2.0,A group of 4 Ogre(s) confronts a party of 2 adventurers at level 14.,Possible
encounter_4942,2,2,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 2 adventurers at level 2.,Not Possible
encounter_1065,3,2,2,Bugbear,1.0,A group of 2 Bugbear(s) confronts a party of 3 adventurers at level 2.,Possible
encounter_3081,5,16,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_2154,1,15,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_819,2,5,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 2 adventurers at level 5.,Not Possible
encounter_1813,4,12,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 4 adventurers at level 12.,Not Possible
encounter_2553,2,13,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 2 adventurers at level 13.,Possible
encounter_1553,5,6,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 5 adventurers at level 6.,Possible
encounter_4048,4,19,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 4 adventurers at level 19.,Possible
encounter_817,5,18,3,Bugbear,1.0,A group of 3 Bugbear(s) confronts a party of 5 adventurers at level 18.,Possible
encounter_1573,1,11,3,Young Red Dragon,10.0,A group of 3 Young Red Dragon(s) confronts a party of 1 adventurers at level 11.,Not Possible
encounter_4553,4,17,2,Goblin,0.25,A group of 2 Goblin(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_1801,2,5,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 2 adventurers at level 5.,Not Possible
encounter_4288,2,1,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 2 adventurers at level 1.,Not Possible
encounter_382,1,16,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 1 adventurers at level 16.,Possible
encounter_2875,5,5,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 5 adventurers at level 5.,Possible
encounter_4348,2,5,9,Orc,0.5,A group of 9 Orc(s) confronts a party of 2 adventurers at level 5.,Possible
encounter_4627,2,15,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 2 adventurers at level 15.,Possible
encounter_3504,1,2,4,Troll,5.0,A group of 4 Troll(s) confronts a party of 1 adventurers at level 2.,Not Possible
encounter_2312,2,17,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 2 adventurers at level 17.,Possible
encounter_1781,5,4,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_2727,2,14,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 2 adventurers at level 14.,Possible
encounter_2438,3,17,4,Orc,0.5,A group of 4 Orc(s) confronts a party of 3 adventurers at level 17.,Possible
encounter_2334,2,13,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 2 adventurers at level 13.,Possible
encounter_865,3,14,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 3 adventurers at level 14.,Possible
encounter_3639,1,17,8,Young Red Dragon,10.0,A group of 8 Young Red Dragon(s) confronts a party of 1 adventurers at level 17.,Not Possible
encounter_3165,2,4,8,Troll,5.0,A group of 8 Troll(s) confronts a party of 2 adventurers at level 4.,Not Possible
encounter_555,2,4,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 2 adventurers at level 4.,Not Possible
encounter_1160,4,6,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 4 adventurers at level 6.,Not Possible
encounter_1214,5,11,1,Goblin,0.25,A group of 1 Goblin(s) confronts a party of 5 adventurers at level 11.,Possible
encounter_3761,4,3,5,Young Red Dragon,10.0,A group of 5 Young Red Dragon(s) confronts a party of 4 adventurers at level 3.,Not Possible
encounter_4214,3,7,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 3 adventurers at level 7.,Possible
encounter_49,3,10,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 3 adventurers at level 10.,Possible
encounter_2368,5,5,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 5 adventurers at level 5.,Possible
encounter_701,4,5,5,Goblin,0.25,A group of 5 Goblin(s) confronts a party of 4 adventurers at level 5.,Possible
encounter_653,2,8,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 2 adventurers at level 8.,Possible
encounter_3934,3,13,6,Goblin,0.25,A group of 6 Goblin(s) confronts a party of 3 adventurers at level 13.,Possible
encounter_4410,2,14,7,Young Red Dragon,10.0,A group of 7 Young Red Dragon(s) confronts a party of 2 adventurers at level 14.,Not Possible
encounter_3312,2,16,7,Bugbear,1.0,A group of 7 Bugbear(s) confronts a party of 2 adventurers at level 16.,Possible
encounter_749,5,16,7,Troll,5.0,A group of 7 Troll(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_1456,5,11,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 5 adventurers at level 11.,Possible
encounter_4196,4,7,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 4 adventurers at level 7.,Possible
encounter_2390,5,8,2,Orc,0.5,A group of 2 Orc(s) confronts a party of 5 adventurers at level 8.,Possible
encounter_3495,5,13,2,Troll,5.0,A group of 2 Troll(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_867,5,13,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 5 adventurers at level 13.,Possible
encounter_753,1,11,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 1 adventurers at level 11.,Not Possible
encounter_1645,5,4,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 5 adventurers at level 4.,Not Possible
encounter_93,5,4,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 5 adventurers at level 4.,Possible
encounter_4825,1,14,4,Bugbear,1.0,A group of 4 Bugbear(s) confronts a party of 1 adventurers at level 14.,Possible
encounter_3102,2,10,1,Bugbear,1.0,A group of 1 Bugbear(s) confronts a party of 2 adventurers at level 10.,Possible
encounter_2433,5,16,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 5 adventurers at level 16.,Possible
encounter_2630,4,4,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 4 adventurers at level 4.,Possible
encounter_1491,1,10,4,Goblin,0.25,A group of 4 Goblin(s) confronts a party of 1 adventurers at level 10.,Possible
encounter_2896,4,18,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 4 adventurers at level 18.,Possible
encounter_2178,3,13,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 3 adventurers at level 13.,Possible
encounter_730,5,19,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 5 adventurers at level 19.,Possible
encounter_4760,3,19,9,Young Red Dragon,10.0,A group of 9 Young Red Dragon(s) confronts a party of 3 adventurers at level 19.,Not Possible
encounter_2472,4,4,3,Troll,5.0,A group of 3 Troll(s) confronts a party of 4 adventurers at level 4.,Possible
encounter_2243,2,13,9,Bugbear,1.0,A group of 9 Bugbear(s) confronts a party of 2 adventurers at level 13.,Possible
encounter_1937,1,13,3,Ogre,2.0,A group of 3 Ogre(s) confronts a party of 1 adventurers at level 13.,Possible
encounter_1746,1,10,5,Bugbear,1.0,A group of 5 Bugbear(s) confronts a party of 1 adventurers at level 10.,Possible
encounter_4747,4,11,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 4 adventurers at level 11.,Possible
encounter_4374,5,7,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 5 adventurers at level 7.,Possible
encounter_3492,4,17,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 4 adventurers at level 17.,Possible
encounter_1111,3,17,7,Goblin,0.25,A group of 7 Goblin(s) confronts a party of 3 adventurers at level 17.,Possible
encounter_3338,3,4,5,Troll,5.0,A group of 5 Troll(s) confronts a party of 3 adventurers at level 4.,Not Possible
encounter_4033,1,10,7,Ogre,2.0,A group of 7 Ogre(s) confronts a party of 1 adventurers at level 10.,Not Possible
encounter_4472,2,14,1,Ogre,2.0,A group of 1 Ogre(s) confronts a party of 2 adventurers at level 14.,Possible
encounter_4158,5,18,1,Troll,5.0,A group of 1 Troll(s) confronts a party of 5 adventurers at level 18.,Possible
encounter_347,5,1,6,Bugbear,1.0,A group of 6 Bugbear(s) confronts a party of 5 adventurers at level 1.,Not Possible
encounter_1186,5,1,3,Orc,0.5,A group of 3 Orc(s) confronts a party of 5 adventurers at level 1.,Possible
encounter_4007,2,9,6,Troll,5.0,A group of 6 Troll(s) confronts a party of 2 adventurers at level 9.,Not Possible
encounter_1516,2,16,4,Young Red Dragon,10.0,A group of 4 Young Red Dragon(s) confronts a party of 2 adventurers at level 16.,Not Possible
encounter_4670,2,4,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 2 adventurers at level 4.,Possible
encounter_579,4,9,1,Orc,0.5,A group of 1 Orc(s) confronts a party of 4 adventurers at level 9.,Possible
encounter_1965,3,16,9,Goblin,0.25,A group of 9 Goblin(s) confronts a party of 3 adventurers at level 16.,Possible
encounter_76,4,2,8,Orc,0.5,A group of 8 Orc(s) confronts a party of 4 adventurers at level 2.,Possible
encounter_1430,4,3,6,Young Red Dragon,10.0,A group of 6 Young Red Dragon(s) confronts a party of 4 adventurers at level 3.,Not Possible
encounter_3713,2,1,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 2 adventurers at level 1.,Not Possible
encounter_4431,1,2,8,Goblin,0.25,A group of 8 Goblin(s) confronts a party of 1 adventurers at level 2.,Possible
encounter_2752,1,15,6,Ogre,2.0,A group of 6 Ogre(s) confronts a party of 1 adventurers at level 15.,Possible
encounter_4953,3,3,2,Ogre,2.0,A group of 2 Ogre(s) confronts a party of 3 adventurers at level 3.,Possible
