date,item_id,item_name,restaurant_id,restaurant_name,item_cost,calories,predicted_units_sold,predicted_revenue
2022-02-27,61,Awesome Pork with Vegetables Lunch,6,Surfs Up,18.53,848,0.057,1.06
2022-02-27,62,Sweet Vegi Soft Drink,2,Beachfront Bar,5.7,538,0.016,0.09
2022-02-27,63,Frozen Chocolate Cake,5,Corner Cafe,3.74,519,0.017,0.06
2022-02-27,64,Roast Mutton Entree,6,Surfs Up,16.09,293,0.095,1.54
2022-02-27,65,Lamb with Bread and Vegetables Meal,4,Fou Cher,20.02,724,0.016,0.33
2022-02-27,66,Cherry Cake,4,Fou Cher,6.31,586,0.016,0.1
2022-02-27,67,Sweet Lamb Cake,1,Bob's Diner,7.0,558,2.454,17.18
2022-02-27,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,652,0.895,7.78
2022-02-27,69,Awesome Hamburger with Fries,5,Corner Cafe,26.04,673,0.048,1.25
2022-02-27,70,Pork with Bread Lunch,5,Corner Cafe,16.28,545,0.026,0.42
2022-02-27,71,Frozen Milky Smoothy,5,Corner Cafe,3.98,211,0.576,2.29
2022-02-27,72,Original Milky Cake,4,Fou Cher,6.53,602,0.016,0.1
2022-02-27,73,Milky Cake,1,Bob's Diner,5.16,596,4.227,21.81
2022-02-27,74,Super Sweet Cocktail,4,Fou Cher,4.11,619,0.016,0.07
2022-02-27,75,Blue Ribbon Milky Smoothy,4,Fou Cher,5.6,459,0.018,0.1
2022-02-27,76,Amazing pork lunch,1,Bob's Diner,17.93,679,35.678,639.7
2022-02-27,77,Blue Ribbon Frozen Milky Cake,3,Sweet Shack,7.7,636,0.015,0.12
2022-02-27,78,Original Gin Cocktail,2,Beachfront Bar,2.99,279,0.016,0.05
2022-02-27,79,Fruity Frozen Slushy,4,Fou Cher,3.75,137,0.06,0.23
2022-02-27,80,Blue Ribbon Fruity Vegi Lunch,4,Fou Cher,53.98,881,0.367,19.83
2022-02-27,81,Fantastic Milky Smoothy,3,Sweet Shack,5.11,383,0.015,0.08
2022-02-27,82,Martini,4,Fou Cher,5.45,556,0.016,0.09
2022-02-27,83,Original Fruity Carrot Cake,5,Corner Cafe,8.55,600,0.017,0.14
2022-02-27,84,BBQ Pork Steak,5,Corner Cafe,19.77,855,0.017,0.33
2022-02-27,85,Vegetarian Plate with Bread entree,4,Fou Cher,4.02,271,0.016,0.07
2022-02-27,86,Original Milky Cake,3,Sweet Shack,6.5,595,0.015,0.1
2022-02-27,87,Milky Cake,5,Corner Cafe,7.22,627,0.017,0.12
2022-02-27,88,Oysters Rockefeller,6,Surfs Up,16.06,204,0.113,1.82
2022-02-27,89,Awesome Soft Drink,6,Surfs Up,3.06,248,0.836,2.56
2022-02-27,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,838,1.066,8.22
2022-02-27,91,Halibut with Bread Dinner,5,Corner Cafe,15.46,468,0.042,0.65
2022-02-27,92,Margarita,4,Fou Cher,3.23,418,0.023,0.07
2022-02-27,93,Lamb with Bread Entree,5,Corner Cafe,12.44,585,0.529,6.58
2022-02-27,94,Fruity Milky Smoothy,6,Surfs Up,5.71,331,0.056,0.32
2022-02-27,95,Blue Ribbon Pork Chop with Rolls Dinner,4,Fou Cher,19.04,958,0.017,0.32
2022-02-27,96,Blue Ribbon Fish with Bread Lunch,5,Corner Cafe,21.93,708,0.017,0.37
2022-02-27,97,Original Fruity Cod with Bread and Vegetables Entree,4,Fou Cher,28.65,744,0.129,3.71
2022-02-27,98,Original Sweet Milky Soft Drink,2,Beachfront Bar,5.0,579,0.015,0.08
2022-02-27,99,Frozen Tomato Soft Drink,4,Fou Cher,5.32,423,0.017,0.09
2022-02-27,100,Awesome Vodka Cocktail,2,Beachfront Bar,2.48,223,0.016,0.04
2022-02-28,1,Chocolate Cake,4,Fou Cher,6.71,554,0.016,0.11
2022-02-28,2,Breaded Fish with Vegetables Meal,4,Fou Cher,15.09,772,0.016,0.24
2022-02-28,3,Sweet Fruity Cake,1,Bob's Diner,29.22,931,1.755,51.27
2022-02-28,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,763,19.962,527.4
2022-02-28,5,Milk Cake,5,Corner Cafe,6.07,583,0.017,0.1
2022-02-28,6,Fruity Frozen Cocktail,4,Fou Cher,5.61,537,0.016,0.09
2022-02-28,7,Fruity Milky Cake,4,Fou Cher,8.1,605,0.016,0.13
2022-02-28,8,Amazing Trout with Vegetables Dinner,6,Surfs Up,24.98,258,0.038,0.94
2022-02-28,9,Orange Juice,1,Bob's Diner,3.91,135,48.312,188.9
2022-02-28,10,Mutton with Roles and Vegetables Plate,5,Corner Cafe,21.13,820,0.017,0.35
2022-02-28,11,Fantastic Sweet Fish Cake,4,Fou Cher,19.48,787,0.054,1.06
2022-02-28,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,478,2.53,12.32
2022-02-28,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,490,22.985,96.08
2022-02-28,14,Amazing Cocktail,6,Surfs Up,3.9,472,0.099,0.39
2022-02-28,15,Original Lamb with Vegetables Meal,5,Corner Cafe,18.78,380,0.017,0.32
2022-02-28,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,284,0.0,0.0
2022-02-28,17,Awesome Vegetable with Bread Meal,4,Fou Cher,6.21,581,0.016,0.1
2022-02-28,18,Mutton Lunch Plate,1,Bob's Diner,18.82,566,1.015,19.11
2022-02-28,19,Strawberry Smoothy,1,Bob's Diner,2.89,145,144.031,416.25
2022-02-28,20,Fruity Milky Soft Drink,5,Corner Cafe,7.95,645,0.017,0.13
2022-02-28,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,269,7.08,164.47
2022-02-28,22,Lamb with Bread Dinner,4,Fou Cher,19.05,557,0.018,0.34
2022-02-28,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,671,0.464,5.04
2022-02-28,24,Amazing Sweet Fruity Vegetable Cake,1,Bob's Diner,7.91,588,0.725,5.74
2022-02-28,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,587,0.912,5.68
2022-02-28,26,Blue Ribbon Lamb with Rolls Lunch,5,Corner Cafe,7.55,611,0.12,0.9
2022-02-28,27,Steak Meal,6,Surfs Up,26.21,607,0.18,4.72
2022-02-28,28,Fish with Dread and Vegetables Dinner,4,Fou Cher,15.23,534,0.018,0.28
2022-02-28,29,Original Crazy Cocktail,2,Beachfront Bar,2.43,228,0.101,0.25
2022-02-28,30,Fantastic Cake,3,Sweet Shack,5.08,525,0.015,0.08
2022-02-28,31,Amazing Frozen Milky Cake,1,Bob's Diner,5.62,623,0.784,4.41
2022-02-28,32,Milky vegi Smoothy,3,Sweet Shack,3.86,150,0.015,0.06
2022-02-28,33,Original Breaded Pork with Vegetables Dinner,6,Surfs Up,20.8,1023,0.044,0.91
2022-02-28,34,Sweet Savory Cake,4,Fou Cher,27.47,721,0.016,0.45
2022-02-28,35,Blue Ribbon Cocktail,6,Surfs Up,4.36,456,0.061,0.26
2022-02-28,36,Fantastic Fish with Vegetables Entree,5,Corner Cafe,21.14,232,0.019,0.4
2022-02-28,37,Awesome Milky Cake,1,Bob's Diner,7.36,636,0.599,4.41
2022-02-28,38,Mutton Dinner,1,Bob's Diner,10.8,542,64.928,701.22
2022-02-28,39,Awesome Fruity Lamb with Vegetables Dinner,5,Corner Cafe,19.03,361,0.017,0.32
2022-02-28,40,Fantastic Fruity Salmon with Bread meal,4,Fou Cher,22.67,815,0.016,0.36
2022-02-28,41,Milky Cake,4,Fou Cher,6.01,624,0.016,0.1
2022-02-28,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,318,1.117,3.25
2022-02-28,43,Anglefood Cake,5,Corner Cafe,7.13,550,0.017,0.12
2022-02-28,44,Milky Vegi Smoothy,1,Bob's Diner,5.5,374,0.863,4.75
2022-02-28,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,227,1.794,42.04
2022-02-28,46,Blue Ribbon Milky Cake,3,Sweet Shack,6.89,612,0.015,0.1
2022-02-28,47,Amazing Vegetable and Bread Dinner,4,Fou Cher,8.01,720,0.016,0.13
2022-02-28,48,Original Breaded Lamb Dinner,4,Fou Cher,11.82,740,0.016,0.19
2022-02-28,49,Awesome Smoothy,3,Sweet Shack,1.39,78,1.056,1.47
2022-02-28,50,Pike Lunch,5,Corner Cafe,26.37,653,0.025,0.65
2022-02-28,51,Amazing Lamb Dinner,4,Fou Cher,17.55,591,0.023,0.4
2022-02-28,52,Original Sweet Milky Soft Drink,3,Sweet Shack,5.68,535,0.015,0.09
2022-02-28,53,Amazing Sweet Breaded Carrot Cake,5,Corner Cafe,7.87,836,0.017,0.13
2022-02-28,54,Original Vegetable with Bread Meal,5,Corner Cafe,6.51,626,0.017,0.11
2022-02-28,55,Frozen Milky Cake,5,Corner Cafe,6.63,607,0.017,0.11
2022-02-28,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,613,13.557,389.78
2022-02-28,57,Carrot Cake,4,Fou Cher,3.93,510,0.016,0.06
2022-02-28,58,Lamb with Vegetables Meal,5,Corner Cafe,13.66,485,0.095,1.3
2022-02-28,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,392,26.349,615.78
2022-02-28,60,Original Pork Meal,5,Corner Cafe,15.69,411,0.069,1.09
2022-02-28,61,Awesome Pork with Vegetables Lunch,6,Surfs Up,18.53,848,0.079,1.46
2022-02-28,62,Sweet Vegi Soft Drink,2,Beachfront Bar,5.7,538,0.016,0.09
2022-02-28,63,Frozen Chocolate Cake,5,Corner Cafe,3.74,519,0.017,0.06
2022-02-28,64,Roast Mutton Entree,6,Surfs Up,16.09,293,0.169,2.72
2022-02-28,65,Lamb with Bread and Vegetables Meal,4,Fou Cher,20.02,724,0.016,0.33
2022-02-28,66,Cherry Cake,4,Fou Cher,6.31,586,0.016,0.1
2022-02-28,67,Sweet Lamb Cake,1,Bob's Diner,7.0,558,3.434,24.04
2022-02-28,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,652,0.895,7.78
2022-02-28,69,Awesome Hamburger with Fries,5,Corner Cafe,26.04,673,0.048,1.26
2022-02-28,70,Pork with Bread Lunch,5,Corner Cafe,16.28,545,0.026,0.42
2022-02-28,71,Frozen Milky Smoothy,5,Corner Cafe,3.98,211,0.461,1.83
2022-02-28,72,Original Milky Cake,4,Fou Cher,6.53,602,0.016,0.1
2022-02-28,73,Milky Cake,1,Bob's Diner,5.16,596,4.088,21.1
2022-02-28,74,Super Sweet Cocktail,4,Fou Cher,4.11,619,0.016,0.07
2022-02-28,75,Blue Ribbon Milky Smoothy,4,Fou Cher,5.6,459,0.018,0.1
2022-02-28,76,Amazing pork lunch,1,Bob's Diner,17.93,679,35.084,629.05
2022-02-28,77,Blue Ribbon Frozen Milky Cake,3,Sweet Shack,7.7,636,0.015,0.12
2022-02-28,78,Original Gin Cocktail,2,Beachfront Bar,2.99,279,0.016,0.05
2022-02-28,79,Fruity Frozen Slushy,4,Fou Cher,3.75,137,0.112,0.42
2022-02-28,80,Blue Ribbon Fruity Vegi Lunch,4,Fou Cher,53.98,881,0.333,17.95
2022-02-28,81,Fantastic Milky Smoothy,3,Sweet Shack,5.11,383,0.015,0.08
2022-02-28,82,Martini,4,Fou Cher,5.45,556,0.016,0.09
2022-02-28,83,Original Fruity Carrot Cake,5,Corner Cafe,8.55,600,0.017,0.14
2022-02-28,84,BBQ Pork Steak,5,Corner Cafe,19.77,855,0.017,0.33
2022-02-28,85,Vegetarian Plate with Bread entree,4,Fou Cher,4.02,271,0.016,0.07
2022-02-28,86,Original Milky Cake,3,Sweet Shack,6.5,595,0.015,0.1
2022-02-28,87,Milky Cake,5,Corner Cafe,7.22,627,0.017,0.12
2022-02-28,88,Oysters Rockefeller,6,Surfs Up,16.06,204,0.124,2.0
2022-02-28,89,Awesome Soft Drink,6,Surfs Up,3.06,248,0.814,2.49
2022-02-28,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,838,1.066,8.22
2022-02-28,91,Halibut with Bread Dinner,5,Corner Cafe,15.46,468,0.041,0.64
2022-02-28,92,Margarita,4,Fou Cher,3.23,418,0.023,0.07
2022-02-28,93,Lamb with Bread Entree,5,Corner Cafe,12.44,585,0.36,4.48
2022-02-28,94,Fruity Milky Smoothy,6,Surfs Up,5.71,331,0.071,0.4
2022-02-28,95,Blue Ribbon Pork Chop with Rolls Dinner,4,Fou Cher,19.04,958,0.017,0.32
2022-02-28,96,Blue Ribbon Fish with Bread Lunch,5,Corner Cafe,21.93,708,0.017,0.37
2022-02-28,97,Original Fruity Cod with Bread and Vegetables Entree,4,Fou Cher,28.65,744,0.09,2.58
2022-02-28,98,Original Sweet Milky Soft Drink,2,Beachfront Bar,5.0,579,0.015,0.08
2022-02-28,99,Frozen Tomato Soft Drink,4,Fou Cher,5.32,423,0.017,0.09
2022-02-28,100,Awesome Vodka Cocktail,2,Beachfront Bar,2.48,223,0.016,0.04
2022-03-01,1,Chocolate Cake,4,Fou Cher,6.71,554,0.016,0.11
2022-03-01,2,Breaded Fish with Vegetables Meal,4,Fou Cher,15.09,772,0.016,0.24
2022-03-01,3,Sweet Fruity Cake,1,Bob's Diner,29.22,931,1.816,53.08
2022-03-01,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,763,20.934,553.08
2022-03-01,5,Milk Cake,5,Corner Cafe,6.07,583,0.017,0.1
2022-03-01,6,Fruity Frozen Cocktail,4,Fou Cher,5.61,537,0.016,0.09
2022-03-01,7,Fruity Milky Cake,4,Fou Cher,8.1,605,0.016,0.13
2022-03-01,8,Amazing Trout with Vegetables Dinner,6,Surfs Up,24.98,258,0.034,0.86
2022-03-01,9,Orange Juice,1,Bob's Diner,3.91,135,52.803,206.46
2022-03-01,10,Mutton with Roles and Vegetables Plate,5,Corner Cafe,21.13,820,0.017,0.35
2022-03-01,11,Fantastic Sweet Fish Cake,4,Fou Cher,19.48,787,0.129,2.51
2022-03-01,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,478,2.732,13.3
2022-03-01,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,490,20.314,84.91
2022-03-01,14,Amazing Cocktail,6,Surfs Up,3.9,472,0.229,0.89
2022-03-01,15,Original Lamb with Vegetables Meal,5,Corner Cafe,18.78,380,0.017,0.32
2022-03-01,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,284,0.0,0.0
2022-03-01,17,Awesome Vegetable with Bread Meal,4,Fou Cher,6.21,581,0.016,0.1
2022-03-01,18,Mutton Lunch Plate,1,Bob's Diner,18.82,566,1.015,19.11
2022-03-01,19,Strawberry Smoothy,1,Bob's Diner,2.89,145,161.484,466.69
2022-03-01,20,Fruity Milky Soft Drink,5,Corner Cafe,7.95,645,0.017,0.13
2022-03-01,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,269,7.08,164.46
2022-03-01,22,Lamb with Bread Dinner,4,Fou Cher,19.05,557,0.017,0.32
2022-03-01,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,671,0.504,5.48
2022-03-01,24,Amazing Sweet Fruity Vegetable Cake,1,Bob's Diner,7.91,588,0.729,5.76
2022-03-01,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,587,0.912,5.68
2022-03-01,26,Blue Ribbon Lamb with Rolls Lunch,5,Corner Cafe,7.55,611,0.05,0.38
2022-03-01,27,Steak Meal,6,Surfs Up,26.21,607,0.096,2.51
2022-03-01,28,Fish with Dread and Vegetables Dinner,4,Fou Cher,15.23,534,0.017,0.26
2022-03-01,29,Original Crazy Cocktail,2,Beachfront Bar,2.43,228,0.153,0.37
2022-03-01,30,Fantastic Cake,3,Sweet Shack,5.08,525,0.015,0.08
2022-03-01,31,Amazing Frozen Milky Cake,1,Bob's Diner,5.62,623,0.766,4.31
2022-03-01,32,Milky vegi Smoothy,3,Sweet Shack,3.86,150,0.015,0.06
2022-03-01,33,Original Breaded Pork with Vegetables Dinner,6,Surfs Up,20.8,1023,0.032,0.66
2022-03-01,34,Sweet Savory Cake,4,Fou Cher,27.47,721,0.016,0.45
2022-03-01,35,Blue Ribbon Cocktail,6,Surfs Up,4.36,456,0.053,0.23
2022-03-01,36,Fantastic Fish with Vegetables Entree,5,Corner Cafe,21.14,232,0.019,0.4
2022-03-01,37,Awesome Milky Cake,1,Bob's Diner,7.36,636,0.602,4.43
2022-03-01,38,Mutton Dinner,1,Bob's Diner,10.8,542,82.465,890.62
2022-03-01,39,Awesome Fruity Lamb with Vegetables Dinner,5,Corner Cafe,19.03,361,0.017,0.32
2022-03-01,40,Fantastic Fruity Salmon with Bread meal,4,Fou Cher,22.67,815,0.016,0.36
2022-03-01,41,Milky Cake,4,Fou Cher,6.01,624,0.016,0.1
2022-03-01,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,318,0.641,1.87
2022-03-01,43,Anglefood Cake,5,Corner Cafe,7.13,550,0.017,0.12
2022-03-01,44,Milky Vegi Smoothy,1,Bob's Diner,5.5,374,0.863,4.75
2022-03-01,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,227,1.807,42.34
2022-03-01,46,Blue Ribbon Milky Cake,3,Sweet Shack,6.89,612,0.015,0.1
2022-03-01,47,Amazing Vegetable and Bread Dinner,4,Fou Cher,8.01,720,0.016,0.13
2022-03-01,48,Original Breaded Lamb Dinner,4,Fou Cher,11.82,740,0.016,0.19
2022-03-01,49,Awesome Smoothy,3,Sweet Shack,1.39,78,2.033,2.83
2022-03-01,50,Pike Lunch,5,Corner Cafe,26.37,653,0.025,0.66
2022-03-01,51,Amazing Lamb Dinner,4,Fou Cher,17.55,591,0.019,0.34
2022-03-01,52,Original Sweet Milky Soft Drink,3,Sweet Shack,5.68,535,0.015,0.09
2022-03-01,53,Amazing Sweet Breaded Carrot Cake,5,Corner Cafe,7.87,836,0.017,0.13
2022-03-01,54,Original Vegetable with Bread Meal,5,Corner Cafe,6.51,626,0.017,0.11
2022-03-01,55,Frozen Milky Cake,5,Corner Cafe,6.63,607,0.017,0.11
2022-03-01,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,613,16.136,463.9
2022-03-01,57,Carrot Cake,4,Fou Cher,3.93,510,0.016,0.06
2022-03-01,58,Lamb with Vegetables Meal,5,Corner Cafe,13.66,485,0.243,3.31
2022-03-01,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,392,26.116,610.32
2022-03-01,60,Original Pork Meal,5,Corner Cafe,15.69,411,0.063,0.99
2022-03-01,61,Awesome Pork with Vegetables Lunch,6,Surfs Up,18.53,848,0.05,0.92
2022-03-01,62,Sweet Vegi Soft Drink,2,Beachfront Bar,5.7,538,0.016,0.09
2022-03-01,63,Frozen Chocolate Cake,5,Corner Cafe,3.74,519,0.017,0.06
2022-03-01,64,Roast Mutton Entree,6,Surfs Up,16.09,293,0.149,2.4
2022-03-01,65,Lamb with Bread and Vegetables Meal,4,Fou Cher,20.02,724,0.016,0.33
2022-03-01,66,Cherry Cake,4,Fou Cher,6.31,586,0.016,0.1
2022-03-01,67,Sweet Lamb Cake,1,Bob's Diner,7.0,558,3.434,24.04
2022-03-01,68,Blue Ribbon Fruity Milky Cake,1,Bob's Diner,8.7,652,0.895,7.78
2022-03-01,69,Awesome Hamburger with Fries,5,Corner Cafe,26.04,673,0.065,1.7
2022-03-01,70,Pork with Bread Lunch,5,Corner Cafe,16.28,545,0.031,0.5
2022-03-01,71,Frozen Milky Smoothy,5,Corner Cafe,3.98,211,0.701,2.79
2022-03-01,72,Original Milky Cake,4,Fou Cher,6.53,602,0.016,0.1
2022-03-01,73,Milky Cake,1,Bob's Diner,5.16,596,4.107,21.19
2022-03-01,74,Super Sweet Cocktail,4,Fou Cher,4.11,619,0.016,0.07
2022-03-01,75,Blue Ribbon Milky Smoothy,4,Fou Cher,5.6,459,0.018,0.1
2022-03-01,76,Amazing pork lunch,1,Bob's Diner,17.93,679,33.617,602.75
2022-03-01,77,Blue Ribbon Frozen Milky Cake,3,Sweet Shack,7.7,636,0.015,0.12
2022-03-01,78,Original Gin Cocktail,2,Beachfront Bar,2.99,279,0.02,0.06
2022-03-01,79,Fruity Frozen Slushy,4,Fou Cher,3.75,137,0.055,0.21
2022-03-01,80,Blue Ribbon Fruity Vegi Lunch,4,Fou Cher,53.98,881,0.215,11.6
2022-03-01,81,Fantastic Milky Smoothy,3,Sweet Shack,5.11,383,0.017,0.09
2022-03-01,82,Martini,4,Fou Cher,5.45,556,0.016,0.09
2022-03-01,83,Original Fruity Carrot Cake,5,Corner Cafe,8.55,600,0.017,0.14
2022-03-01,84,BBQ Pork Steak,5,Corner Cafe,19.77,855,0.017,0.33
2022-03-01,85,Vegetarian Plate with Bread entree,4,Fou Cher,4.02,271,0.017,0.07
2022-03-01,86,Original Milky Cake,3,Sweet Shack,6.5,595,0.015,0.1
2022-03-01,87,Milky Cake,5,Corner Cafe,7.22,627,0.017,0.12
2022-03-01,88,Oysters Rockefeller,6,Surfs Up,16.06,204,0.058,0.94
2022-03-01,89,Awesome Soft Drink,6,Surfs Up,3.06,248,1.22,3.73
2022-03-01,90,Sweet Breaded Zucchini Cake,1,Bob's Diner,7.71,838,1.066,8.22
2022-03-01,91,Halibut with Bread Dinner,5,Corner Cafe,15.46,468,0.042,0.64
2022-03-01,92,Margarita,4,Fou Cher,3.23,418,0.025,0.08
2022-03-01,93,Lamb with Bread Entree,5,Corner Cafe,12.44,585,0.169,2.1
2022-03-01,94,Fruity Milky Smoothy,6,Surfs Up,5.71,331,0.057,0.32
2022-03-01,95,Blue Ribbon Pork Chop with Rolls Dinner,4,Fou Cher,19.04,958,0.017,0.33
2022-03-01,96,Blue Ribbon Fish with Bread Lunch,5,Corner Cafe,21.93,708,0.017,0.37
2022-03-01,97,Original Fruity Cod with Bread and Vegetables Entree,4,Fou Cher,28.65,744,0.077,2.2
2022-03-01,98,Original Sweet Milky Soft Drink,2,Beachfront Bar,5.0,579,0.015,0.08
2022-03-01,99,Frozen Tomato Soft Drink,4,Fou Cher,5.32,423,0.017,0.09
2022-03-01,100,Awesome Vodka Cocktail,2,Beachfront Bar,2.48,223,0.017,0.04
2022-03-02,1,Chocolate Cake,4,Fou Cher,6.71,554,0.016,0.11
2022-03-02,2,Breaded Fish with Vegetables Meal,4,Fou Cher,15.09,772,0.016,0.24
2022-03-02,3,Sweet Fruity Cake,1,Bob's Diner,29.22,931,2.19,63.99
2022-03-02,4,Amazing Steak Dinner with Rolls,1,Bob's Diner,26.42,763,21.687,572.97
2022-03-02,5,Milk Cake,5,Corner Cafe,6.07,583,0.017,0.1
2022-03-02,6,Fruity Frozen Cocktail,4,Fou Cher,5.61,537,0.016,0.09
2022-03-02,7,Fruity Milky Cake,4,Fou Cher,8.1,605,0.016,0.13
2022-03-02,8,Amazing Trout with Vegetables Dinner,6,Surfs Up,24.98,258,0.029,0.73
2022-03-02,9,Orange Juice,1,Bob's Diner,3.91,135,62.706,245.18
2022-03-02,10,Mutton with Roles and Vegetables Plate,5,Corner Cafe,21.13,820,0.017,0.35
2022-03-02,11,Fantastic Sweet Fish Cake,4,Fou Cher,19.48,787,0.172,3.36
2022-03-02,12,Fantastic Sweet Cola,1,Bob's Diner,4.87,478,3.847,18.74
2022-03-02,13,Sweet Frozen Soft Drink,1,Bob's Diner,4.18,490,29.018,121.3
2022-03-02,14,Amazing Cocktail,6,Surfs Up,3.9,472,0.194,0.76
2022-03-02,15,Original Lamb with Vegetables Meal,5,Corner Cafe,18.78,380,0.017,0.32
2022-03-02,16,Frozen Milky Smoothy,1,Bob's Diner,3.21,284,0.0,0.0
2022-03-02,17,Awesome Vegetable with Bread Meal,4,Fou Cher,6.21,581,0.016,0.1
2022-03-02,18,Mutton Lunch Plate,1,Bob's Diner,18.82,566,1.057,19.89
2022-03-02,19,Strawberry Smoothy,1,Bob's Diner,2.89,145,196.942,569.16
2022-03-02,20,Fruity Milky Soft Drink,5,Corner Cafe,7.95,645,0.017,0.13
2022-03-02,21,Amazing Fish with Vegetables Meal,1,Bob's Diner,23.23,269,9.547,221.77
2022-03-02,22,Lamb with Bread Dinner,4,Fou Cher,19.05,557,0.018,0.35
2022-03-02,23,Awesome Sweet Lamb Cake,1,Bob's Diner,10.86,671,0.618,6.71
2022-03-02,24,Amazing Sweet Fruity Vegetable Cake,1,Bob's Diner,7.91,588,0.761,6.02
2022-03-02,25,Fantastic Frozen Milky Cake,1,Bob's Diner,6.23,587,0.946,5.9
2022-03-02,26,Blue Ribbon Lamb with Rolls Lunch,5,Corner Cafe,7.55,611,0.048,0.36
2022-03-02,27,Steak Meal,6,Surfs Up,26.21,607,0.139,3.65
2022-03-02,28,Fish with Dread and Vegetables Dinner,4,Fou Cher,15.23,534,0.017,0.26
2022-03-02,29,Original Crazy Cocktail,2,Beachfront Bar,2.43,228,0.115,0.28
2022-03-02,30,Fantastic Cake,3,Sweet Shack,5.08,525,0.015,0.08
2022-03-02,31,Amazing Frozen Milky Cake,1,Bob's Diner,5.62,623,0.792,4.45
2022-03-02,32,Milky vegi Smoothy,3,Sweet Shack,3.86,150,0.015,0.06
2022-03-02,33,Original Breaded Pork with Vegetables Dinner,6,Surfs Up,20.8,1023,0.032,0.66
2022-03-02,34,Sweet Savory Cake,4,Fou Cher,27.47,721,0.016,0.45
2022-03-02,35,Blue Ribbon Cocktail,6,Surfs Up,4.36,456,0.046,0.2
2022-03-02,36,Fantastic Fish with Vegetables Entree,5,Corner Cafe,21.14,232,0.019,0.4
2022-03-02,37,Awesome Milky Cake,1,Bob's Diner,7.36,636,0.599,4.41
2022-03-02,38,Mutton Dinner,1,Bob's Diner,10.8,542,84.239,909.78
2022-03-02,39,Awesome Fruity Lamb with Vegetables Dinner,5,Corner Cafe,19.03,361,0.017,0.32
2022-03-02,40,Fantastic Fruity Salmon with Bread meal,4,Fou Cher,22.67,815,0.016,0.36
2022-03-02,41,Milky Cake,4,Fou Cher,6.01,624,0.016,0.1
2022-03-02,42,Fantastic Milky Smoothy,2,Beachfront Bar,2.91,318,1.056,3.07
2022-03-02,43,Anglefood Cake,5,Corner Cafe,7.13,550,0.017,0.12
2022-03-02,44,Milky Vegi Smoothy,1,Bob's Diner,5.5,374,0.892,4.9
2022-03-02,45,Awesome Fish with Vegetables Entree,1,Bob's Diner,23.43,227,2.527,59.21
2022-03-02,46,Blue Ribbon Milky Cake,3,Sweet Shack,6.89,612,0.015,0.1
2022-03-02,47,Amazing Vegetable and Bread Dinner,4,Fou Cher,8.01,720,0.016,0.13
2022-03-02,48,Original Breaded Lamb Dinner,4,Fou Cher,11.82,740,0.016,0.19
2022-03-02,49,Awesome Smoothy,3,Sweet Shack,1.39,78,1.459,2.03
2022-03-02,50,Pike Lunch,5,Corner Cafe,26.37,653,0.025,0.66
2022-03-02,51,Amazing Lamb Dinner,4,Fou Cher,17.55,591,0.019,0.34
2022-03-02,52,Original Sweet Milky Soft Drink,3,Sweet Shack,5.68,535,0.015,0.09
2022-03-02,53,Amazing Sweet Breaded Carrot Cake,5,Corner Cafe,7.87,836,0.017,0.13
2022-03-02,54,Original Vegetable with Bread Meal,5,Corner Cafe,6.51,626,0.017,0.11
2022-03-02,55,Frozen Milky Cake,5,Corner Cafe,6.63,607,0.017,0.11
2022-03-02,56,Sea Bass with Vegetables Dinner,1,Bob's Diner,28.75,613,17.725,509.58
2022-03-02,57,Carrot Cake,4,Fou Cher,3.93,510,0.016,0.06
2022-03-02,58,Lamb with Vegetables Meal,5,Corner Cafe,13.66,485,0.19,2.6
2022-03-02,59,Blue Ribbon Beef Entree,1,Bob's Diner,23.37,392,36.158,845.01
2022-03-02,60,Original Pork Meal,5,Corner Cafe,15.69,411,0.058,0.91
